Customer_ID,Recency_Days,Frequency,Monetary,Avg_Order_Value,Total_Quantity,Unique_Products,Tenure_Days,Repeat_Purchase_90d
13809,213,3,679.6999999999999,226.5666666666667,281,23,155,0
13811,91,3,814.5,271.5,68,7,55,0
13812,13,1,278.74,278.74,191,20,0,1
13813,42,5,1783.75,356.75,917,55,599,1
13814,0,3,2257.32,752.4399999999999,1214,56,434,0
13815,80,6,6426.13,1071.0216666666668,4786,188,493,1
13817,259,1,128.7,128.7,63,9,0,1
13818,337,1,61.28,61.28,60,5,0,0
13819,209,6,2642.35,440.39166666666665,2309,47,436,0
13820,326,3,652.75,217.58333333333334,285,68,262,0
13821,52,6,1379.08,229.84666666666666,477,158,559,0
13823,288,5,2445.79,489.158,1125,91,343,1
13824,43,11,3045.66,276.8781818181819,1334,52,501,1
13825,529,2,255.59,127.79500000000002,182,38,108,0
13826,84,1,189.5,189.5,82,10,0,0
13827,41,2,300.76,150.38,95,59,9,1
13829,329,1,102.0,102.0,12,1,0,0
13830,489,1,156.85000000000002,156.85000000000002,47,11,0,0
13831,46,16,5837.94,364.87125,2165,121,590,1
13832,330,1,557.69,557.69,392,51,0,1
13833,67,2,700.41,350.20500000000004,243,43,244,0
13834,484,2,324.19,162.095,221,15,92,0
13835,63,5,798.04,159.608,369,41,490,1
13836,307,2,620.37,310.185,273,29,15,0
13837,119,2,266.59000000000003,133.29500000000002,182,17,105,0
13838,25,9,1482.79,164.75444444444443,604,291,461,1
13839,394,1,139.95000000000002,139.95000000000002,25,7,0,0
13840,324,1,651.4,651.4,358,40,0,0
13841,160,1,85.0,85.0,100,1,0,0
13842,63,16,4098.99,256.186875,1841,166,505,1
13843,289,1,319.75,319.75,145,18,0,0
13846,150,3,1106.66,368.8866666666667,662,69,157,1
13847,627,1,310.72,310.72,96,19,0,0
13848,0,8,3015.0,376.875,9200,3,637,0
13849,78,4,2524.93,631.2325000000001,1199,139,453,1
13850,37,1,1595.48,1595.48,944,93,0,0
13851,3,8,4606.46,575.8075,2525,111,584,0
13852,518,1,187.35000000000002,187.35000000000002,85,11,0,0
13854,0,34,10304.2,303.06470588235294,3158,57,608,1
13855,408,4,1310.3400000000001,327.585,575,64,230,0
13856,76,11,1142.03,103.82090909090908,1105,33,450,0
13857,301,6,1001.01,166.835,782,99,177,0
13859,234,2,515.86,257.93,167,34,203,0
13861,337,2,273.26,136.63,225,21,101,0
13862,16,7,2128.03,304.00428571428574,1516,97,281,1
13863,155,4,1239.55,309.8875,553,59,345,0
13864,294,1,662.4000000000001,662.4000000000001,192,1,0,0
13865,44,3,383.34000000000003,127.78000000000002,154,23,152,1
13867,126,1,138.85,138.85,31,8,0,1
13869,31,10,7996.87,799.6870000000001,4302,502,567,0
13870,9,12,5120.61,426.7175,3182,152,567,1
13871,0,13,6095.24,468.8646153846154,2646,148,626,1
13872,435,3,919.57,306.5233333333333,339,51,198,0
13873,27,8,1038.92,129.865,472,55,526,0
13874,266,7,2049.15,292.7357142857143,864,46,314,0
13875,41,13,4452.38,342.4907692307692,2761,147,588,1
13877,378,2,332.44,166.22,370,20,219,1
13878,455,3,1145.33,381.77666666666664,464,59,56,1
13879,553,1,395.5,395.5,204,25,0,0
13880,53,12,2754.85,229.57083333333333,1545,101,416,1
13881,3,34,37418.26,1100.5370588235294,25570,177,549,1
13883,126,14,5628.32,402.0228571428571,3052,190,512,1
13884,185,8,1233.68,154.21,517,87,192,1
13885,97,2,506.8,253.40000000000003,182,28,11,0
13887,112,1,349.55,349.55,147,19,0,0
13888,27,7,2001.5900000000001,285.9414285714286,795,124,455,0
13889,0,6,1991.23,331.87166666666667,979,57,593,0
13890,15,6,1544.68,257.44666666666666,832,59,625,1
13891,286,3,859.21,286.40333333333336,476,97,203,0
13892,154,3,689.2,229.73333333333335,2282,11,329,1
13893,205,1,821.1,821.1,190,21,0,0
13894,218,1,160.85,160.85,105,10,0,1
13895,51,4,2352.75,588.1875,1131,100,593,1
13896,533,1,388.55,388.55,149,21,0,0
13897,346,2,849.5600000000001,424.78,620,42,238,1
13898,233,2,686.4,343.20000000000005,544,43,85,0
13899,182,1,298.5,298.5,122,15,0,1
13900,91,6,1610.5900000000001,268.4316666666667,938,80,441,0
13901,15,14,5461.42,390.1014285714286,3152,265,596,1
13902,540,5,34095.26,6819.051999999999,220600,58,92,0
13903,308,1,165.45000000000002,165.45000000000002,103,10,0,0
13904,202,1,201.12,201.12,223,17,0,1
13905,640,1,312.65,312.65,135,12,0,0
13906,317,1,42.0,42.0,100,1,0,0
13907,599,1,136.8,136.8,68,4,0,0
13908,34,3,1461.61,487.2033333333334,919,65,149,1
13909,331,2,282.85,141.425,301,35,98,0
13911,52,19,4091.71,215.35315789473685,3945,178,503,1
13912,331,1,124.95,124.95,29,7,0,0
13913,414,1,42.22,42.22,10,3,0,0
13915,302,1,70.80000000000001,70.80000000000001,24,2,0,0
13916,371,4,1275.81,318.9525,673,72,211,0
13917,99,1,65.38,65.38,38,5,0,1
13918,161,1,198.20000000000002,198.20000000000002,100,8,0,1
13919,29,3,1189.02,396.34,997,59,419,1
13920,339,4,1774.68,443.67,1772,81,130,0
13921,310,4,730.7,182.675,210,36,319,0
13922,259,3,865.2,288.40000000000003,467,30,115,0
13925,0,4,678.25,169.5625,331,28,42,0
13927,345,1,359.27,359.27,249,20,0,1
13928,14,2,225.45000000000002,112.725,87,13,26,1
13929,77,11,3494.1,317.6454545454545,1566,38,525,0
13930,44,1,210.0,210.0,210,10,0,1
13931,3,11,5257.38,477.94363636363636,3488,205,640,0
13932,202,1,307.4,307.4,72,16,0,0
13933,17,2,608.79,304.395,205,23,39,0
13934,171,1,922.1,922.1,390,31,0,0
13935,504,3,6116.92,2038.9733333333334,2252,67,55,0
13936,87,3,939.6600000000001,313.21999999999997,661,56,234,0
13937,77,2,880.13,440.065,587,54,233,0
13939,16,6,1382.6200000000001,230.43666666666664,1418,81,503,1
13940,24,2,391.06,195.53,240,25,27,1
13941,79,13,7745.4800000000005,595.8061538461538,3800,38,551,1
13942,442,1,320.0,320.0,1000,1,0,0
13943,485,1,246.54000000000002,246.54000000000002,94,15,0,0
13944,561,1,200.43,200.43,153,35,0,0
13945,302,2,854.1500000000001,427.075,413,49,85,0
13946,109,5,1800.63,360.12600000000003,2667,48,534,1
13948,268,4,548.76,137.19,248,23,374,0
13949,2,1,537.9,537.9,542,38,0,1
13950,154,1,179.31,179.31,81,7,0,1
13951,84,3,674.45,224.8166666666667,459,38,118,0
13952,125,14,12823.521,915.9657857142857,5947,238,505,0
13953,23,10,5729.36,572.9359999999999,4548,8,612,1
13955,62,3,544.0699999999999,181.35666666666665,272,82,220,0
13956,46,3,676.07,225.35666666666665,381,95,133,1
13957,325,3,458.25,152.75,157,21,240,0
13958,287,8,4709.2300000000005,588.65375,2264,172,354,0
13959,189,5,808.17,161.63400000000001,537,75,230,1
13961,300,1,538.4,538.4,226,19,0,0
13962,153,2,310.85,155.425,103,19,190,1
13963,216,17,2860.57,168.26882352941178,2007,129,288,0
13964,295,2,438.9,219.45,228,22,43,0
13965,384,3,996.61,332.2033333333333,425,23,226,0
13966,343,1,384.26,384.26,760,21,0,0
13967,53,2,166.3,83.15,66,4,250,0
13968,331,1,123.66,123.66,174,8,0,0
13969,15,28,7832.52,279.73285714285714,4082,374,517,1
13970,294,2,846.55,423.275,469,10,51,0
13971,14,12,3895.21,324.60083333333336,2572,165,576,1
13972,109,1,145.9,145.9,42,9,0,1
13973,195,1,264.7,264.7,109,11,0,0
13974,490,1,264.13,264.13,107,15,0,1
13975,36,10,4261.83,426.183,3135,377,547,1
13976,114,4,1192.3600000000001,298.09000000000003,452,49,461,0
13977,319,1,519.8100000000001,519.8100000000001,303,13,0,0
13979,301,6,2510.06,418.3433333333333,1631,309,343,1
13980,347,4,568.68,142.17000000000002,291,47,216,1
13981,323,1,331.14,331.14,234,22,0,0
13982,71,8,3312.62,414.0775,2125,98,525,1
13983,95,17,5831.52,343.03058823529415,3535,216,543,1
13984,34,11,1792.62,162.96545454545455,1269,50,606,1
13985,15,14,5733.77,409.555,2871,103,560,1
13987,287,2,682.54,341.27,492,46,21,0
13988,70,5,2533.34,506.66799999999995,1631,141,463,1
13989,147,4,1656.65,414.1625,1763,53,324,1
13990,121,1,311.3,311.3,190,16,0,0
13991,51,1,126.35,126.35,83,7,0,1
13992,288,2,142.7,71.35,90,5,82,1
13993,8,16,5556.76,347.2975,1888,108,636,1
13994,13,2,419.56,209.78,133,18,42,1
13995,23,12,3380.2200000000003,281.685,2088,134,605,1
13996,294,2,895.76,447.88,613,29,13,0
13997,427,3,376.46,125.48666666666668,143,36,31,0
13998,354,3,566.7,188.9,204,30,129,0
13999,3,26,8469.42,325.74692307692305,4533,168,638,1
14000,119,5,2046.34,409.26800000000003,1838,28,526,0
14001,140,8,3494.91,436.86375,1449,48,260,1
14002,42,2,529.73,264.865,877,47,22,0
14003,640,1,209.41,209.41,149,16,0,0
14004,6,9,4879.07,542.1188888888888,2433,97,337,1
14005,41,3,696.56,232.18666666666664,864,29,81,1
14006,23,7,2196.67,313.81,2181,55,536,0
14007,420,1,79.48,79.48,16,5,0,0
14008,340,1,509.04,509.04,326,32,0,0
14009,106,3,1099.91,366.6366666666666,951,71,264,0
14010,473,2,445.15,222.57500000000002,177,20,0,0
14011,388,2,457.82,228.91,644,32,127,0
14012,185,1,328.8,328.8,160,11,0,0
14013,18,5,1084.57,216.914,775,56,513,0
14014,284,2,1443.03,721.5149999999999,928,37,200,1
14016,69,11,11403.41,1036.6736363636364,5722,354,538,0
14017,479,1,229.75,229.75,73,14,0,0
14018,553,1,367.15,367.15,224,13,0,0
14019,6,2,800.53,400.265,553,28,39,1
14020,384,2,606.21,303.105,207,29,52,1
14021,63,7,1716.58,245.2257142857143,878,84,437,0
14022,133,2,792.15,396.07500000000005,681,45,261,0
14023,158,1,273.14,273.14,162,16,0,1
14024,29,3,645.74,215.24666666666667,238,33,269,0
14025,372,8,4057.9,507.2375,1914,60,119,0
14026,378,2,713.11,356.555,427,43,154,0
14028,458,3,10396.5,3465.5,7170,3,0,0
14029,52,1,165.20000000000002,165.20000000000002,24,6,0,1
14030,29,18,6820.46,378.9144444444444,3597,541,607,1
14031,34,38,31359.68,825.2547368421052,11583,262,609,1
14032,76,11,3416.19,310.5627272727273,3033,70,556,1
14033,463,1,109.44,109.44,576,1,0,0
14034,65,2,473.90999999999997,236.95499999999998,307,23,0,1
14035,15,7,2203.9900000000002,314.8557142857143,1113,48,505,1
14036,192,1,626.65,626.65,268,38,0,0
14037,84,6,836.95,139.49166666666667,590,96,556,0
14038,52,4,2595.92,648.98,1444,88,529,1
14039,483,1,115.08000000000001,115.08000000000001,100,4,0,1
14040,2,33,11697.95,354.48333333333335,4714,318,644,1
14041,174,1,141.41,141.41,94,21,0,0
14042,633,1,431.98,431.98,180,21,0,0
14043,399,2,302.59999999999997,151.3,152,37,238,0
14044,11,9,2966.9900000000002,329.66555555555556,2043,520,580,1
14045,17,16,10986.63,686.664375,4459,16,591,0
14046,192,1,154.99,154.99,460,14,0,0
14047,107,12,3295.42,274.61833333333334,1370,88,477,1
14048,213,3,748.69,249.56333333333336,467,126,77,0
14049,66,12,10689.42,890.785,6822,471,458,1
14050,14,1,485.98,485.98,447,37,0,1
14051,21,29,14848.03,512.0010344827587,4149,74,623,1
14052,298,1,241.3,241.3,85,65,0,1
14053,32,4,572.3,143.075,490,3,362,0
14055,14,3,1520.96,506.9866666666667,720,33,616,0
14056,15,17,5333.97,313.7629411764706,2864,274,177,1
14057,8,18,6940.68,385.59333333333336,5510,222,635,1
14058,370,2,469.19,234.59500000000003,211,23,67,0
14059,174,1,183.6,183.6,128,8,0,0
14060,16,25,6860.6,274.42400000000004,5803,86,530,1
14061,415,3,917.4300000000001,305.81,133,17,230,0
14062,20,21,22922.59,1091.5519047619048,10816,138,616,1
14063,346,9,22710.2,2523.355555555556,3850,30,293,0
14064,21,14,3022.93,215.92357142857145,3651,116,574,1
14065,297,3,891.02,297.00666666666666,582,42,42,0
14066,174,1,152.55,152.55,45,7,0,0
14067,4,1,224.67,224.67,216,25,0,1
14068,228,4,1516.72,379.18,510,93,357,0
14069,422,2,225.81,112.905,58,37,46,0
14070,592,1,321.6,321.6,85,40,0,0
14071,168,2,356.81,178.405,295,22,4,1
14072,574,1,390.85,390.85,65,19,0,0
14074,531,1,219.4,219.4,228,6,0,0
14075,169,4,1100.53,275.1325,1010,48,280,1
14076,37,1,118.67,118.67,79,43,0,0
14077,90,4,426.06,106.515,256,41,212,1
14078,9,9,1553.47,172.60777777777778,586,107,519,0
14079,32,2,618.73,309.365,302,13,557,0
14080,321,4,1070.08,267.52,220,70,323,1
14081,210,10,4867.57,486.75699999999995,3381,465,426,0
14082,272,2,413.36,206.68,246,48,27,0
14083,34,9,612.6800000000001,68.07555555555557,429,99,595,1
14084,420,1,150.5,150.5,306,7,0,0
14085,49,27,8520.32,315.5674074074074,5447,443,590,1
14086,370,1,39.95,39.95,1,1,0,0
14087,312,2,638.0,319.0,468,126,330,1
14088,36,10,39052.88,3905.2879999999996,9685,297,292,1
14090,232,1,76.32000000000001,76.32000000000001,72,1,0,0
14091,562,2,9530.08,4765.04,3316,13,44,0
14092,7,20,5897.96,294.898,3035,152,623,1
14094,347,1,311.77,311.77,158,41,0,0
14095,630,1,2.95,2.95,1,1,0,0
14096,6,2,125.06,62.53,42,24,3,1
14097,389,2,422.86,211.43,352,39,164,0
14099,28,17,4956.66,291.56823529411764,3213,252,609,1
14100,45,1,191.95,191.95,63,24,0,0
14101,50,12,8929.53,744.1275,10006,19,478,1
14104,62,5,743.53,148.706,496,117,405,0
14105,147,5,5988.83,1197.766,3534,200,482,0
14106,645,1,214.8,214.8,24,1,0,0
14107,4,10,4636.01,463.601,3302,99,634,1
14108,9,3,738.38,246.12666666666667,488,32,636,1
14110,27,26,10564.42,406.32384615384615,4914,154,619,1
14111,3,3,295.5,98.5,202,5,146,1
14112,38,10,4820.26,482.026,3036,174,523,1
14113,262,13,5685.6900000000005,437.3607692307693,2796,58,377,1
14114,181,7,1364.09,194.86999999999998,650,72,332,0
14115,409,2,622.67,311.335,509,22,165,0
14116,0,2,628.87,314.435,380,29,28,1
14117,51,1,90.0,90.0,72,3,0,0
14118,336,1,458.45,458.45,97,15,0,0
14119,283,2,183.37,91.685,177,11,342,0
14122,314,3,362.42,120.80666666666667,114,12,331,0
14123,641,1,436.18,436.18,234,24,0,0
14126,352,1,466.33000000000004,466.33000000000004,379,28,0,1
14127,30,6,1900.0800000000002,316.68,828,96,302,0
14128,163,2,592.25,296.125,519,34,295,1
14129,3,7,2193.71,313.38714285714286,1177,40,483,1
14130,227,4,1858.77,464.6925,1215,189,408,0
14131,556,1,168.22,168.22,105,45,0,0
14132,21,5,1552.46,310.492,1420,48,69,1
14133,37,4,911.14,227.785,398,33,603,0
14134,290,15,11123.35,741.5566666666667,5814,130,347,0
14135,13,19,7339.68,386.29894736842107,8048,126,632,1
14136,308,5,1570.81,314.16200000000003,1148,86,331,0
14137,603,1,332.7,332.7,462,11,0,0
14139,398,3,670.98,223.66,539,29,52,1
14141,13,1,285.16,285.16,140,16,0,1
14142,281,2,671.34,335.67,518,42,273,0
14143,41,1,115.8,115.8,30,7,0,0
14144,394,1,30.6,30.6,12,1,0,0
14145,64,6,6709.05,1118.175,1475,11,454,1
14146,162,9,7163.03,795.8922222222222,4154,248,440,1
14147,193,8,2289.6,286.2,927,23,354,1
14148,141,2,466.29,233.145,223,15,180,0
14149,128,1,446.62,446.62,218,28,0,0
14150,267,1,306.18,306.18,262,12,0,1
14151,581,2,679.45,339.725,405,44,43,0
14152,142,6,1690.56,281.76,1502,90,425,1
14153,391,1,233.39999999999998,233.39999999999998,312,17,0,0
14154,147,8,6460.7,807.5875,3222,236,456,0
14155,174,1,118.75,118.75,25,6,0,0
14156,1,143,294916.33,2062.3519580419584,155273,1385,645,1
14157,193,4,822.98,205.745,436,68,360,1
14159,3,16,5963.18,372.69875,4659,626,640,1
14160,518,7,8421.47,1203.067142857143,4661,80,88,0
14161,123,7,2996.93,428.1328571428572,1480,202,510,0
14162,81,2,289.36,144.68,142,25,118,0
14163,60,4,1808.1000000000001,452.02500000000003,646,37,309,1
14165,183,1,120.44,120.44,53,23,0,0
14166,413,2,251.15,125.575,82,39,121,0
14167,73,7,1101.55,157.3642857142857,296,45,516,1
14168,328,2,370.45,185.225,147,11,143,0
14169,338,2,621.51,310.755,205,50,13,0
14170,283,3,570.18,190.05999999999997,270,123,19,0
14171,6,2,498.79,249.395,211,61,632,0
14172,513,3,369.02,123.00666666666666,78,38,37,0
14173,127,3,249.2,83.06666666666666,84,13,511,1
14175,79,7,5662.57,808.9385714285714,2120,166,456,1
14176,205,5,756.46,151.292,265,33,83,0
14177,3,12,1959.69,163.3075,983,141,556,1
14178,6,3,477.29,159.09666666666666,387,87,84,1
14180,14,29,5479.1,188.9344827586207,747,120,441,1
14181,318,2,308.35,154.175,120,48,151,0
14182,351,4,678.77,169.6925,174,42,152,0
14183,319,2,278.34000000000003,139.17000000000002,60,27,69,0
14185,239,1,197.65,197.65,6,3,0,0
14186,335,5,1550.63,310.12600000000003,1550,75,217,0
14187,381,1,123.5,123.5,50,8,0,0
14188,17,4,1383.46,345.865,783,25,200,1
14189,4,12,4116.99,343.0825,3175,150,292,1
14190,574,1,79.9,79.9,2,1,0,0
14191,16,9,2391.16,265.6844444444444,1450,73,620,1
14192,296,1,293.74,293.74,218,14,0,0
14193,177,2,779.34,389.67,458,39,126,1
14194,14,27,12987.52,481.0192592592593,7440,380,596,1
14195,109,6,2615.6,435.93333333333334,2144,10,432,0
14196,14,1,335.52,335.52,142,6,0,0
14197,318,1,390.05,390.05,143,20,0,0
14198,53,7,1225.28,175.04,500,45,558,1
14199,126,4,1091.7,272.92499999999995,254,15,312,0
14200,525,1,379.2,379.2,140,21,0,0
14201,57,8,967.34,120.9175,576,35,439,1
14202,289,3,847.76,282.58666666666664,166,27,243,0
14203,305,1,339.34,339.34,80,16,0,0
14204,330,3,874.22,291.4066666666667,397,158,315,1
14205,172,8,2170.4,271.3,1264,70,378,1
14206,147,3,1185.01,395.00333333333333,930,62,163,0
14207,595,1,157.8,157.8,36,2,0,0
14208,2,2,567.05,283.525,529,34,456,0
14209,29,14,4796.17,342.5835714285714,1705,132,565,1
14210,13,16,5556.570000000001,347.285625,2511,143,597,0
14211,4,15,3291.12,219.408,1926,126,633,1
14212,353,1,1119.66,1119.66,894,12,0,1
14213,312,1,1192.2,1192.2,244,5,0,0
14214,64,3,899.16,299.71999999999997,671,56,121,1
14215,94,7,2558.88,365.55428571428575,1412,128,545,1
14216,322,1,310.74,310.74,118,18,0,1
14217,7,16,2505.11,156.569375,921,103,427,1
14219,317,2,543.89,271.945,285,32,83,1
14220,155,4,1515.0,378.75,468,26,321,0
14221,21,15,5701.7,380.1133333333334,3163,136,499,1
14222,85,1,683.17,683.17,607,41,0,0
14223,0,3,991.13,330.37666666666667,585,50,171,0
14224,18,9,1841.71,204.63444444444445,826,189,433,0
14225,342,4,2031.07,507.7675,1167,70,261,0
14226,118,3,2462.34,820.7800000000001,1493,66,230,1
14227,104,12,5417.27,451.4391666666667,3507,237,473,1
14228,345,3,745.5,248.5,260,38,108,0
14229,199,6,1808.97,301.495,627,37,179,1
14230,343,3,979.8000000000001,326.6,246,27,112,0
14231,91,4,1235.6200000000001,308.905,610,66,267,0
14232,23,4,1573.33,393.33250000000004,1503,71,149,1
14233,119,6,2400.65,400.10833333333335,991,30,432,1
14235,65,8,4375.99,546.9987500000001,2896,104,461,1
14236,280,4,1253.78,313.445,502,29,133,1
14237,281,2,471.14,235.57,238,26,217,0
14238,234,3,434.23,144.74333333333334,189,13,408,0
14239,2,19,3763.21,198.0636842105263,1539,91,640,1
14240,133,2,584.0,292.0,316,26,197,1
14241,91,2,333.7,166.85000000000002,242,12,512,0
14242,142,2,280.55,140.27499999999998,123,13,91,0
14243,3,15,6934.93,462.32866666666666,3441,232,380,1
14244,568,1,366.41999999999996,366.41999999999996,814,16,0,0
14245,127,2,1693.45,846.725,976,107,43,0
14246,18,3,1474.06,491.3533333333333,804,57,135,0
14247,186,5,753.56,150.712,378,82,273,0
14248,226,3,1032.95,344.31666666666666,692,41,197,0
14249,318,12,5400.461,450.0384166666667,2383,178,268,0
14252,289,1,350.99,350.99,111,10,0,0
14253,401,2,363.40000000000003,181.70000000000002,88,11,129,0
14254,340,1,601.03,601.03,263,23,0,0
14255,454,1,1000.63,1000.63,1,1,0,0
14256,168,5,2460.79,492.158,1147,100,434,0
14257,31,8,5580.57,697.57125,2988,163,524,1
14258,59,23,28767.68,1250.7686956521738,15808,94,584,1
14259,49,1,120.0,120.0,68,5,0,0
14260,379,3,824.28,274.76,544,50,77,0
14262,15,3,855.0,285.0,593,42,133,1
14263,331,1,322.93,322.93,171,16,0,0
14264,62,6,1517.3600000000001,252.89333333333335,553,59,456,0
14265,17,4,1373.35,343.3375,715,74,502,0
14266,336,1,40.56,40.56,24,1,0,0
14267,70,3,1516.24,505.41333333333336,530,25,97,0
14268,378,1,354.85,354.85,147,19,0,0
14269,347,1,295.73,295.73,123,16,0,0
14270,239,1,492.65000000000003,492.65000000000003,197,29,0,0
14271,133,2,214.18,107.09,148,38,183,0
14272,162,3,614.94,204.98000000000002,585,38,327,1
14273,44,3,450.05,150.01666666666668,196,18,106,1
14274,594,1,256.6,256.6,178,15,0,0
14275,303,6,1189.3799999999999,198.23,538,14,211,0
14276,6,7,2102.68,300.3828571428571,1406,75,561,0
14277,120,7,14638.64,2091.2342857142858,88685,218,513,1
14278,317,1,205.83,205.83,131,13,0,0
14279,428,2,191.86,95.93,46,3,160,0
14280,104,1,134.04,134.04,52,8,0,0
14281,316,1,245.15,245.15,45,7,0,0
14282,17,19,6016.86,316.6768421052631,4298,91,552,1
14283,371,4,628.44,157.11,550,36,106,0
14284,561,1,704.4,704.4,349,35,0,1
14285,84,5,1380.31,276.062,415,33,554,1
14286,150,5,5901.09,1180.218,6455,218,492,1
14287,106,2,83.28,41.64,216,4,0,1
14288,121,1,426.6,426.6,188,16,0,0
14289,42,5,832.78,166.556,278,33,154,1
14290,269,4,2979.4700000000003,744.8675000000001,905,59,369,1
14291,28,19,6376.39,335.5994736842105,4875,203,610,1
14292,53,11,6944.53,631.320909090909,2591,106,485,1
14293,55,8,2595.86,324.4825,1276,78,582,1
14294,315,1,375.34000000000003,375.34000000000003,190,23,0,0
14295,346,4,2196.71,549.1775,945,61,292,1
14296,329,2,456.4,228.2,314,27,152,0
14297,182,1,232.6,232.6,78,11,0,1
14298,7,75,80849.7,1077.9959999999999,89623,1233,629,1
14299,15,23,12541.77,545.294347826087,6909,148,630,1
14301,25,4,1992.18,498.045,1686,37,549,0
14302,338,3,742.9000000000001,247.63333333333335,298,25,306,0
14303,315,2,277.94,138.97,218,21,27,0
14304,130,3,1725.01,575.0033333333333,775,69,348,0
14305,21,2,1048.45,524.225,582,62,21,1
14306,286,4,1058.0800000000002,264.52000000000004,990,12,298,1
14307,42,8,3600.09,450.01125,2469,174,597,1
14308,457,2,1147.02,573.51,2,1,0,0
14309,1,9,3061.98,340.22,2150,117,457,1
14310,340,1,492.1,492.1,230,22,0,0
14311,150,2,516.45,258.225,235,31,324,0
14312,94,9,2333.29,259.25444444444446,1277,120,317,1
14314,14,2,229.79999999999998,114.9,332,10,324,0
14315,37,7,2266.84,323.8342857142857,1012,68,505,1
14316,330,5,1370.34,274.068,4494,21,208,0
14318,368,1,158.02,158.02,152,9,0,0
14319,332,1,494.85,494.85,329,26,0,0
14320,114,5,1346.75,269.35,713,68,480,0
14321,24,5,1587.96,317.592,2385,129,356,1
14322,337,4,474.1,118.525,158,10,230,0
14323,22,2,605.0600000000001,302.53,350,32,123,0
14324,317,2,701.61,350.805,402,41,283,0
14325,477,1,245.48000000000002,245.48000000000002,320,18,0,0
14326,150,3,940.98,313.66,572,54,290,0
14327,71,6,1894.93,315.82166666666666,1296,99,536,0
14328,346,1,445.05,445.05,1,1,0,0
14329,16,12,8397.41,699.7841666666667,5010,309,614,1
14330,531,1,200.63,200.63,103,13,0,0
14331,32,2,462.66,231.33,252,27,10,0
14332,55,3,1196.24,398.74666666666667,460,33,268,1
14334,1,11,4094.98,372.2709090909091,2852,146,475,1
14335,4,1,347.5,347.5,337,40,0,1
14336,106,3,1114.39,371.46333333333337,989,53,77,1
14338,69,3,928.1,309.3666666666667,622,43,375,0
14339,150,2,620.27,310.135,456,21,186,0
14340,126,1,134.7,134.7,58,6,0,0
14341,38,16,3424.56,214.035,2125,137,608,1
14342,45,4,669.62,167.405,350,20,335,1
14343,329,4,1079.66,269.915,626,193,268,0
14344,35,20,2993.05,149.6525,1546,140,498,0
14346,28,5,2315.75,463.15,1878,123,376,0
14347,644,1,82.60000000000001,82.60000000000001,48,6,0,0
14348,168,1,409.57,409.57,183,18,0,0
14350,182,3,972.03,324.01,543,55,155,0
14351,72,1,51.0,51.0,12,1,0,0
14352,65,4,1078.96,269.74,538,44,116,0
14353,123,3,376.5,125.5,344,18,216,0
14355,273,3,840.0500000000001,280.01666666666665,617,57,261,0
14358,297,2,400.06,200.02999999999997,338,21,38,0
14360,2,1,1124.49,1124.49,733,71,0,1
14361,486,1,214.71,214.71,251,14,0,0
14363,310,2,227.47000000000003,113.735,105,8,49,0
14364,16,8,3717.35,464.66875,1967,61,102,0
14365,302,2,634.68,317.34000000000003,557,50,287,0
14366,433,1,136.0,136.0,16,1,0,0
14367,45,10,5419.7,541.97,2562,209,138,1
14368,227,1,155.0,155.0,36,8,0,0
14369,550,2,469.13,234.565,255,24,19,0
14370,358,6,1175.78,195.96333333333334,266,37,226,0
14371,203,1,100.5,100.5,34,4,0,0
14372,351,2,860.08,430.04,378,36,156,0
14373,266,1,76.55,76.55,17,4,0,0
14374,449,1,108.0,108.0,20,7,0,0
14375,93,3,1106.82,368.94,647,176,355,0
14376,591,1,215.46,215.46,50,17,0,0
14377,99,2,617.05,308.525,219,11,70,0
14378,529,1,131.25,131.25,57,9,0,0
14379,203,3,1028.04,342.68,548,75,184,1
14380,590,1,48.96,48.96,1,1,0,0
14381,359,1,423.26,423.26,303,56,0,1
14382,298,1,578.14,578.14,436,137,0,1
14383,71,1,242.09,242.09,201,15,0,1
14384,408,1,58.5,58.5,30,3,0,0
14386,204,1,142.4,142.4,54,7,0,0
14387,17,1,440.76,440.76,209,40,0,1
14388,29,13,5010.47,385.4207692307692,3428,148,567,1
14389,98,4,1165.69,291.4225,848,40,399,1
14390,52,8,3098.17,387.27125,1436,166,280,1
14391,484,1,135.6,135.6,168,14,0,0
14392,340,1,266.4,266.4,114,14,0,0
14393,126,1,67.95,67.95,13,5,0,0
14394,472,1,93.8,93.8,58,6,0,0
14395,85,17,6274.34,369.07882352941175,3153,261,422,1
14396,279,6,1591.74,265.29,773,167,366,1
14397,1,10,1036.1200000000001,103.612,764,16,119,1
14398,309,2,707.79,353.895,267,50,126,0
14399,302,8,2108.21,263.52625,965,119,280,0
14400,57,3,1732.47,577.49,1706,71,482,0
14401,3,19,5823.8,306.5157894736842,5443,137,629,1
14402,560,1,285.6,285.6,240,8,0,0
14403,38,6,1880.51,313.41833333333335,737,20,508,0
14404,16,12,2597.33,216.44416666666666,1519,118,610,1
14405,294,1,195.0,195.0,100,2,0,0
14406,27,1,156.75,156.75,77,8,0,0
14407,15,6,2157.73,359.62166666666667,1415,67,169,0
14408,2,10,3794.05,379.40500000000003,2276,62,637,1
14409,30,8,3311.57,413.94625,2163,72,444,1
14410,0,11,2631.9,239.26363636363638,1369,307,344,0
14411,218,1,1063.0,1063.0,196,14,0,0
14412,332,1,656.16,656.16,642,41,0,1
